id,title,bhg_group,cluster,duration_years,bibb_url,skills,description,x,y
10,Trockenbaumonteur/Trockenbaumonteurin,(Innen-)Ausbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/78opl,Trockenbaumonteurinnen und|Feuchte|Schall|Heiz|Kühl,"Profil der beruflichen Handlungsfähigkeit: Trockenbaumonteurinnen und -monteure sind Fachleute für die Errichtung und Gestaltung von Innenräumen durch Trockenbauverfahren. Sie spielen eine entscheidende Rolle bei der Verbesserung der Energieeffizienz von Gebäuden, indem sie Dämmstoffe für den Wärme-, Feuchte-, Schall- und Brandschutz einbauen. Ihr Tätigkeitsfeld umfasst das Herstellen von Montagewänden, Abschottungen, Bekleidungen und Unterdecken sowie das Montieren von Unterkonstruktionen für Wand- und Deckenkonstruktionen. Darüber hinaus führen sie den Ausbau von Feuchträumen und Dachgeschossen durch und errichten Brandschutzkonstruktionen sowie Sonderdecken wie Akustik-, Heiz-, Kühl- und Klimadecken sowie Strahlenschutzkonstruktionen. Sanierung und Instandhaltung von Trockenbaukonstruktionen gehören ebenfalls zu ihren Aufgaben. In der Ausbildung lernen sie, Aufträge zu übernehmen, die Arbeiten zu planen, Baustellen einzurichten und zu unterhalten, Baustoffe auszuwählen und zu verarbeiten, Zeichnungen zu erstellen, Messungen durchzuführen, Untergründe zu prüfen, Maschinen und Anlagen einzusetzen und qualitätssichernde Maßnahmen durchzuführen.

Berufliche Tätigkeitsfelder: Ihren Arbeitsplatz haben Trockenbaumonteurinnen und Trockenbaumonteure in Trockenbau- und Stuckateurbetrieben, in Spezialbetrieben für Akustikbau und Objektausbau sowie in anderen Betrieben des Bauhauptgewerbes.",-149.00996517966055,45.95412052251857
11,"Wärme-, Kälte- und Schallschutzisolierer/ Wärme-, Kälte- und Schallschutzisoliererin",(Innen-)Ausbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/4820401,Beschäftigungsmöglichkeiten finden Wärme|Kälte|und Abbauen von Arbeits|Schutz|Schall,"Profil der beruflichen Handlungsfähigkeit: Planen und Koordinieren der Arbeit, Abstimmen mit den am Bau Beteiligten und Einrichten von Baustellen, Ergreifen von Maßnahmen zur Sicherstellung des Arbeitsablaufes, zur Sicherheit und zum Gesundheitsschutz bei der Arbeit sowie zum Umweltschutz auf der Baustelle, Prüfen der Arbeiten auf fehlerfreie Ausführung, Dokumentieren der Arbeiten und Durchführen von qualitätssichernden Maßnahmen, Berechnen der erbrachten Leistung und Übergeben der geräumten Baustelle, Einsetzen von Geräten und Maschinen, Auf- und Abbauen von Arbeits-, Schutz- und Traggerüsten und Einmessen von Bauwerken und Bauteilen, Bearbeiten von Materialien des Oberflächenschutzes, beispielsweise Blechen aus Stahl und Nichteisenmetallen sowie Kunststoffen, Herstellen und Anbringen von Stütz- und Tragkonstruktionen, Herstellen von Modellen für Formstücke, Herstellen von Aufrissen und Abwicklungen von Schablonen für einfache und komplexe Formteile, Aufmessen von Anlagenteilen und Anfertigen von Isometrien, Prüfen der Voraussetzungen zum Dämmen und Auswählen von Dämmstoffen, Herstellen von Matratzen aus Dämmstoffen, Einbauen von Dämmstoffen für den Wärme-, Kälte-, Schall- und Brandschutz, Vorfertigen und Montieren von Teilen und Formstücken, Ummanteln von Dämmungen mit Blechen, Folien, Bahnen, Bandagen und plastischen Hartmänteln und Formstücken, Herstellen und Montieren von Innenauskleidungen für Kühlräume, Herstellen von Bauteilen im Trockenbau, Prüfen von Dämmsystemen und Beurteilen ihrer Wirkung, Feststellen von Schäden im Rahmen von Instandsetzungs- und Sanierungsarbeiten, Ermitteln der Ursachen und Durchführen von Instandsetzungs- und Sanierungsarbeiten, Durchführen von angrenzenden Arbeiten in den Gewerben des Hochbaus.

Berufliche Tätigkeitsfelder: Beschäftigungsmöglichkeiten finden Wärme-, Kälte- und Schallschutzisolierer/innen in Isolierbaubetrieben, in Spezialbetrieben für Akustikbau und Schallschutz, in Trockenbau- und Stuckateurbetrieben oder in anderen Betrieben des Bauhauptgewerbes.",259.9435917083942,-338.8289501438876
12,Zimmerer/Zimmerin,(Innen-)Ausbauberufe,"Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/4510401,und Abbauen von Arbeits|Schutz|Kälte|Schall|und Brandschutz Durchführen von Erhaltungs,"Profil der beruflichen Handlungsfähigkeit: Selbständiges Durchführen der Arbeiten auf der Grundlage von technischen Unterlagen und von Arbeitsaufträgen allein und in Kooperation mit anderen, Planen und Koordinieren der Arbeit und Abstimmen mit den am Bau Beteiligten, Einrichten von Baustellen und Ergreifen von Maßnahmen zur Sicherstellung des Arbeitsablaufes, zur Sicherheit und zum Gesundheitsschutz bei der Arbeit sowie zum Umweltschutz auf der Baustelle, Prüfen der Arbeiten auf fehlerfreie Ausführung, Dokumentieren der Arbeiten, Durchführen von qualitätssichernden Maßnahmen, Berechnen der erbrachten Leistung und Übergeben der geräumten Baustelle, Einsetzen von Geräten und Maschinen, Auf- und Abbauen von Arbeits-, Schutz- und Traggerüsten und Einmessen von Bauwerken und Bauteilen, Herstellen von Holzkonstruktionen, beispielsweise für Decken, Dächer, Fachwerk und Holzrahmenbau, in unterschiedlichen Ausführungen, Herstellen des Abbundes und Berücksichtigen dabei des konstruktiven Holzschutzes, Herstellen und Einbauen von Türen, Toren, geraden und gewendelten Treppen, Herstellen von Außenwandbekleidungen, insbesondere unter Berücksichtigung der Hinterlüftung, Einsetzen von stationären Holzbearbeitungsmaschinen, Herstellen von Bauteilen im Trockenbau, Herstellen von Unterkonstruktionen und Bekleidungen, Bearbeiten und Behandeln von Holzoberflächen, Einbauen von Dämmstoffen für den Wärme-, Kälte-, Schall- und Brandschutz, Durchführen von Erhaltungs- und Instandsetzungsmaßnahmen an Holzkonstruktionen, Durchführen von angrenzendev Arbeiten in den Gewerben des Hochbaus.

Berufliche Tätigkeitsfelder: Beschäftigungsmöglichkeiten finden Zimmerer und Zimmerinnen im Handwerk und in der Industrie z.B. in Zimmereibetrieben, Unternehmen des Bauhauptgewerbes oder in der Fertighausindustrie, bei Dachdeckereien oder Altbausanierungsbetrieben.",280.07081287839856,-364.3727008863753
13,Fachkraft für Straßen- und Verkehrstechnik,"Bauplanungs-, Architektur- und Vermessungsberufe","Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/6236789,Vor allem in Straßen|und Verkehrstechnik beschäftigt,"Profil der beruflichen Handlungsfähigkeit: Ausführen von zeichnerischen, rechnerischen, konstruktiven, kaufmännischen und verwaltenden Tätigkeiten selbständig und in Kooperation mit anderen im Innen- und Außendienst, manuelles Arbeiten und Arbeiten mit der Technik der Daten- und Informationsverarbeitung, Kommunikation und Telematik, Beachten der Gesetze des Straßenrechts und des Straßenverkehrsrechts, des Natur- und Umweltschutzes und der Vorschriften der Straßenverkehrstechnik und der Straßenbautechnik, Ausführen von Vermessungsarbeiten, Darstellen von Geländeplänen und -profilen, Erheben, Auswerten und Darstellen von Daten, Konstruieren und Berechnen von Straßen- und Verkehrsführungen, Erstellen von Entwurfsplänen für Straßen, Rad- und Gehwege, Bauwerke und öffentliche Nahverkehrsanlagen, Berechnen der Lärmbelastungen und Planen von Lärmschutzmaßnahmen, Planen von Anlagen der Straßenentwässerung, Berücksichtigen von Fachbeiträgen der Landespflege, des Städtebaues und des Immissionsschutzes, Bearbeiten von Unterlagen für die Baurechtsbeschaffung, Vorbereiten von Ausschreibungen für Bauleistungen und Aufstellen von Kostenanschläge, Mitwirken bei der Leitung und Überwachung von Baumaßnahmen und Abrechnen von Bauleistungen, Arbeiten in der technischen Organisation des Betriebes, der Erhaltung und Betreuung des Verkehrswegenetzes und der Bauwerke, Aufstellen von Einsatzplänen für Straßenunterhaltungsarbeiten, Planen und Darstellen der Straßen- und Verkehrsausstattung, Ausarbeiten und Darstellen von Maßnahmen zur Verkehrssicherheit und Verkehrssteuerung, Erfassen von Straßen- und Verkehrsbestandsdaten und Auswerten in Straßeninformationssystemen.

Berufliche Tätigkeitsfelder: Vor allem in Straßen- und Verkehrsverwaltungen der Bundesländer, in Bauämtern der Landkreise und Kommunen sowie in Ingenieurbüros und Bauunternehmen sind Fachkräfte für Straßen- und Verkehrstechnik beschäftigt.",73.22776504250791,-114.41108069468554
14,Fachkraft für Wasserwirtschaft,"Bauplanungs-, Architektur- und Vermessungsberufe","Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/6235678,und Entsorgungsbetrieben beschäftigt|und Bodenschutzrechts des Natur,"Profil der beruflichen Handlungsfähigkeit: Ausführen von fachtechnischen Arbeiten, insbesondere Messen, Zeichnen, Überwachen sowie betriebswirtschaftlichen und verwaltenden Tätigkeiten selbständig und in Kooperation mit Anderen im Innen- und Außendienst, manuelles Arbeiten und Arbeiten mit der Technik der Daten- und Informationsverarbeitung, Kommunikation und Telematik, Beachten der Gesetze des Wasser- und Bodenschutzrechts, des Natur- und Umweltschutzes und der Vorschriften der Wasserwirtschaft, Vermessen von Gelände, Gewässer und Anlagen und Darstellen in Plänen, Durchführen, Auswerten und Darstellen von Wasserstands- und Abflussmessungen, Entnehmen von Proben an Gewässern und Anlagen und Dokumentieren der Proben, Zeichnen, Konstruieren und Berechnen von Plänen für Wasserversorgungs- und Abwasseranlagen sowie zur Gewässerrenaturierung und zum Hochwasser- oder Küstenschutz, Erstellen oder Bearbeiten der Unterlagen für Anzeigen, Genehmigungen und Gewässerbenutzungsverfahren und Mitwirken bei der Durchführung von wasserrechtlichen Verfahren sowie bei der Erstellung von Wasserbewirtschaftungs- und Maßnahmenplänen, Durchführen von örtlichen Ermittlungen und Erstellen von Unterlagen für Festsetzungsverfahren für Wasserschutzgebiete und Feststellungsverfahren für Überschwemmungsgebiete, Abstimmen von wasserwirtschaftlichen Planungen mit anderen Fachplanungen und Trägern öffentlicher Belange, Mitwirken bei Untersuchungen und Sanierung von Boden- und Gewässerverunreinigungen, Vorbereiten von Ausschreibungen für Bauleistungen und Aufstellen von Kostenanschläge, Überwachen der Bauausführung, Erstellen und Prüfen der Aufmaße und Abrechnungen, Überwachen von Wasserschutz- und Überschwemmungsgebieten, Kontrollieren von Wasserversorgungs- und Abwasseranlagen, Gewässerbenutzungen, sowie von Betrieben und Anlagen zum Umgang mit wassergefährdenden Stoffen.

Berufliche Tätigkeitsfelder: Fachkräfte für Wasserwirtschaft sind vor allem in Wasserwirtschafts- und Umweltverwaltungen, in Ingenieurbüros sowie in Ver- und Entsorgungsbetrieben beschäftigt.",81.91829575166469,-138.35624887495183
15,Geomatiker/Geomatikerin,"Bauplanungs-, Architektur- und Vermessungsberufe","Ingenieurwesen, Produktion & Handwerk",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/51467,Kataster|und Geoinformationswesens|in Betrieben und Verlagen der Kartographie,"Profil der beruflichen Handlungsfähigkeit: Erfassen und Beschaffen von Geodaten, Verarbeiten, Verwalten und Veranschaulichen von Geodaten, Modellieren von Geodaten und Aufbereiten in unterschiedliche Formate für verschiedene Medien, Nutzen der Informations- und Kommunikationssysteme der Geomatik, kundenorientiertes Durchführen von Aufträgen unter Verwendung von Geodaten, Mitwirken in der Kundenberatung und Anwenden von Marketingstrategien, Anwenden von Methoden der visuellen Kommunikation und grafischen Gestaltung von Karten sowie Vermittlung und Darstellung komplexer räumlicher Sachverhalte, Umsetzen von Geodaten in Karten, Präsentationsgrafiken und multimediale Produkte, Anwenden von Informations- und Kommunikationstechniken, Beachten der berufsbezogenen Rechts- und Verwaltungsvorschriften, Anwenden naturwissenschaftlicher und mathematischer Grundlagen der Geoinformationstechnologie, teamorientiertes und qualitätssicherndes Arbeiten.

Berufliche Tätigkeitsfelder: Geomatiker und Geomatikerinnen arbeiten im öffentlichen Dienst oder in privatwirtschaftlichen Firmen der Geoinformationsbranche, insbesondere in Dienststellen des Vermessungs-, Kataster- und Geoinformationswesens; in Betrieben und Verlagen der Kartographie; in Betrieben der Fernerkundung und in Betrieben und Dienststellen mit Anwendung der Geoinformationssysteme.",-20.179689487813896,-41.72969437332686
16,Bankkaufmann/Bankkauffrau,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung","Wirtschaft, Verwaltung & Organisation",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/006989,,"Profil der beruflichen Handlungsfähigkeit: Kunden gewinnen und Kundenbeziehungen pflegen, Serviceleistungen anbieten und Kunden ganzheitlich beraten, zu Konten und Zahlungsverkehrsarten beraten, Kundenaufträge im Rahmen der Kontoführung bearbeiten, Vermögen mit verschiedenen Sparformen bilden, Vermögen mit Wertpapieren bilden, zu Vorsorge und Absicherung informieren, Konsumentenkredite anbieten und Abschlüsse vorbereiten, Baufinanzierungen vorbereiten und bearbeiten, über staatliche Förderungen und steuerliche Auswirkungen informieren, an gewerblichen Finanzierungen mitwirken und Kreditrisiken einschätzen, Instrumente der kaufmännischen Steuerung und Kontrolle nutzen, projektorientiert arbeiten, Prozesse und Schnittstellenmanagement einschätzen, Kommunikations- und Kooperationsfähigkeit einsetzen und Techniken für Problemlösung und Entscheidungsfindung anwenden, rechtliche Regelungen und betriebliche Vorgaben einhalten.

Berufliche Tätigkeitsfelder: Bankkaufleute sind in den wesentlichen Geschäftsbereichen von Kreditinstituten tätig. Auch bei Bausparkassen, Versicherungsgesellschaften, Kreditkartengesellschaften, Kapitalanlagegesellschaften, Wirtschaftsberatungsfirmen, Unternehmen für Vermögens- und Anlageberatung sowie Unternehmen der Grundstücks- und Wohnungswirtschaft finden sie Beschäftigungsmöglichkeiten.",-154.06738575687496,58.5282806677807
17,Investmentfondskaufmann/ Investmentfondskauffrau,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung","Wirtschaft, Verwaltung & Organisation",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/8675764,Kapital|und Wertpapiermärkten Aufzeigen der Vor|prozess|Kooperations|und Problemlösungsfähigkeiten,"Profil der beruflichen Handlungsfähigkeit: Betreuen von Depots und Abwickeln von Kundenaufträgen, Umsetzen der Entscheidungen des Fondsmanagements in der Fondsbuchhaltung, Buchen von Geschäftsvorgängen und Durchführen von Fondsabschlüssen, Berechnen von Inventarwerten und Anteilspreisen von Sondervermögen, Erstellen von Berichten und Meldungen für interne und externe Stellen, Berechnen von Steuern für Fonds und Depots, Analysieren von Geld-, Kapital- und Wertpapiermärkten, Aufzeigen der Vor- und Nachteile von Immobilienstandorten, Vorbereiten von Entscheidungen des Fondsmanagements und Abwickeln von Handelsaufträgen, Pflegen und Betreuen unterschiedlicher Vertriebskanäle, Durchführen von Marketingmaßnahmen, Anwenden fachspezifischer Fremdsprachenkenntnisse, team-, prozess- und projektorientiertes Arbeiten, Moderieren und Präsentieren, Nutzen von aktuellen Systemen der Informations- und Kommunikationstechnik, Einsetzen von Kommunikations-, Kooperations- und Problemlösungsfähigkeiten.

Berufliche Tätigkeitsfelder: Investmentfondskaufleute arbeiten schwerpunktmäßig in der Fondsbuchhaltung, dem Fondscontrolling und dem Depotgeschäft. Sie sind in allen Bereichen von Kapitalanlagengesellschaften einsetzbar. Sie finden aber auch in speziellen Bereichen bei Kreditinstituten, Versicherungsgesellschaften und Wertpapierabwicklungsgesellschaften Beschäftigungsmöglichkeiten.",8.856048902365782,-42.90250925819121
18,Kaufmann für Versicherungen und Finanzanlagen/ Kauffrau für Versicherungen und Finanzanlagen,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung","Wirtschaft, Verwaltung & Organisation",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/oli7841,,"Profil der beruflichen Handlungsfähigkeit: Kundinnen und Kunden ganzheitlich in verschiedenen Lebenssituationen individuell beraten und betreuen, Individuelle Bedarfe der Kundinnen und Kunden an Versicherungsschutz, Vermögensanlage und Altersvorsorge analysieren und Lösungsansätze durch Versicherungen aufzeigen und zu versicherbaren Risiken beraten in den Bereichen:, Absicherung von Wohnen und Wohneigentum, Berufsausübung und Freizeitgestaltung, Mobilität und Reisen, Förderung der Gesundheit sowie Absicherung von Krankheit und Pflege, Vorsorge für das Alter und Vermögensbildung sowie Einkommensabsicherung und Hinterbliebenenversorgung, Angebote für kundengerechte Versicherungslösungen erstellen und dabei versicherungsrelevante rechtliche Regelungen einhalten, Finanzanlagesituationen der Kundinnen und Kunden analysieren und Angebote für Finanzanlageprodukte erstellen sowie Kundinnen und Kunden bei der Abwicklung von Kauf- und Verkaufsaufträgen von Finanzanlageprodukten unterstützen, Über staatliche und sonstige Versorgungs- oder Fördermöglichkeiten informieren, Ergänzende Serviceleistungen anbieten, Versicherungsfälle regulieren, Projektorientiert in der digitalisierten Versicherungswirtschaft arbeiten, Prozesse und Schnittstellen einschätzen sowie Auswirkungen, insbesondere auf Wirtschaftlichkeit und Nachhaltigkeit, berücksichtigen, Sie verfügen zusätzlich über vertiefte Qualifikationen in mindestens einem der Bereiche: Risikomanagement, Versicherungsfallmanagement, Risikoabsicherung für Geschäftskunden, Betriebswirtschaftliches Arbeiten im Vertrieb sowie Digitalisierungsprozesse in der Versicherungswirtschaft.

Berufliche Tätigkeitsfelder: Kaufleute für Versicherungen und Finanzanlagen arbeiten überwiegend bei Versicherungsunternehmen und anderen Unternehmen, insbesondere der Finanzdienstleistungsbranche, oder sind selbstständige Vermittlerinnen und Vermittler oder Maklerinnen und Makler. Sie können auch in Wirtschaftsunternehmen der Industrie und des Handels sowie anderen Dienstleistungsunternehmen tätig sein.",-101.23525313329968,1.8005785356811386
19,Steuerfachangestellter,"Berufe in Finanzdienstleistungen, Rechnungswesen und Steuerberatung","Wirtschaft, Verwaltung & Organisation",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/steu22,,"Profil der beruflichen Handlungsfähigkeit: Arbeitsprozesse organisieren, Buchführungen und Aufzeichnungen erstellen und auswerten, Entgeltabrechnungen durchführen, Jahresabschlüsse vorbereiten und erstellen sowie Einnahmenüberschussrechnungen erstellen, die Beratung von Mandantinnen und Mandaten in betriebswirtschaftlichen Angelegenheiten vorbereiten und unterstützen, Verwaltungsakte prüfen und Rechtsbehelfe vorbereiten, Steuererklärungen erstellen sowie steuerliche Anträge vorbereiten und übermitteln, mit internen und externen Ansprechpartnerinnen und Ansprechpartnern kommunizieren und kooperieren, digitale Geschäftsprozesse umsetzen, Verschwiegenheitspflichten und berufsrechtliche Vorgaben erkennen und einhalten.

Berufliche Tätigkeitsfelder: Steuerfachangestellte sind in Kanzleien von Steuerberaterinnen und Steuerberatern, Wirtschaftsprüferinnen und Wirtschaftsprüfern sowie vereidigten Buchprüferinnen und Buchprüfern oder bei Berufsausübungsgesellschaften sowie in vergleichbaren Bereichen der Wirtschaft tätig.",-129.94885853956274,59.16725253323919
20,Fachangestellter für Arbeitsmarktdienstleistungen/ Fachangestellte für Arbeitsmarktdienstleistungen,Berufe in Recht und Verwaltung,"Wirtschaft, Verwaltung & Organisation",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/080710,,"Profil der beruflichen Handlungsfähigkeit: Erfassen von Kundenanliegen und Beherrschen der sich daraus ergebenden Arbeitsabläufe; Erteilen von Auskünften und selbstständiges Bearbeiten komplexer Anliegen auf der Basis gesetzlicher Vorschriften und unter Berücksichtigung von Effektivität, Effizienz und Qualitätsstandards, Bearbeiten von Anträgen auf Geldleistungen insbesondere hinsichtlich Entgeltersatzleistungen und Leistungen der Grundsicherung, Aufnahme von Arbeitsuchend- und Arbeitslosmeldungen unter Berücksichtigung rechtlicher Rahmenbedingungen, Bearbeiten von Anträgen auf Leistungen nach dem Familienleistungsausgleich, Unterstützen der Bearbeitung insbesondere in den Bereichen Berufsberatung, Arbeitsvermittlung, Fallmanagement und weitere soziale Leistungen wie insbesondere Kinderbetreuung, Suchtberatung, Schuldnerberatung, Unterstützen interner Dienstleistungen insbesondere im Bereich Personal, Finanzen und Controlling, sicheres, kompetentes und dienstleistungsorientiertes Kommunizieren, Kooperieren und Korrespondieren mit Kunden; Nutzen interkultureller Kompetenzen, Verwalten von Terminen für Kunden und Beschäftigte, Einsetzen von Informations- und Kommunikationssysteme und Kunden über deren Nutzung informieren, Beachten von Datenschutz und Datensicherheit.

Berufliche Tätigkeitsfelder: Fachangestellte für Arbeitsmarkdienstleistungen sind insbesondere in Agenturen für Arbeit, bei gemeinsamen Einrichtungen von Kommunen und Agenturen für Arbeit, bei zugelassenen Trägern und in Familienkassen tätig. Sie werden im Kunden- und im internen Dienstleistungsbereich eingesetzt.",-58.75168790674839,-32.07402440451876
21,Fachangestellter für Medien- und Informationsdienste/ Fachangestellte für Medien- und Informati-onsdienste Ausbildung in Fachrichtung: – Bibliothek,Berufe in Recht und Verwaltung,"Wirtschaft, Verwaltung & Organisation",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/8234103,,"Profil der beruflichen Handlungsfähigkeit: Beschaffen, Erschließen, Archivieren und Vermitteln von Bildern, Identifizieren und Katalogisieren von Bildinhalten, Durchführen einer technischen Bearbeitung und der Aufbewahrung von Bildern, Nutzen Pflegen und Verwalten von Bildinformationen, Anwenden von Bildarchivierungsmethoden, Erstellen von Bildspeichern und Einsetzen von elektronischen und konventionellen Liefersystemen, Entgegennehmen und Bearbeiten von Aufträgen, Zusammenstellen von Bildangeboten, Vereinbaren der Nutzungsrechte und Anwenden von Kalkulationsschemata für Honorare, Überwachen der Leihfristen, Bearbeiten von Rechnungen und Mahnungen, Mitwirken bei der Erstellung von Bildkatalogen und Werbemitteln, Mitwirken bei der Akquisition von Kunden, Beschaffen und Erwerben von Medien, Informationen und Daten, Erfassen und Erschließen von Medien, Informationen und Daten, Sichern von Medienbeständen und sonstigen Informationsträgern, Einsetzen von Informations- und Kommunikationssystemen, Recherchieren in Datenbanken und -netzen, Informieren, Beraten und Betreuen von Kunden und Benutzern, Mitwirken an der Öffentlichkeitsarbeit und am Marketing,.",211.21056483743914,-305.58857236297166
22,Fachangestellter für Medien- und Informationsdienste/ Fachangestellte für Medien- und Informationsdienste Ausbildung in Fachrichtung: – Information und Dokumentation,Berufe in Recht und Verwaltung,"Wirtschaft, Verwaltung & Organisation",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/8234103,,"Profil der beruflichen Handlungsfähigkeit: Beschaffen, Erschließen, Archivieren und Vermitteln von Bildern, Identifizieren und Katalogisieren von Bildinhalten, Durchführen einer technischen Bearbeitung und der Aufbewahrung von Bildern, Nutzen Pflegen und Verwalten von Bildinformationen, Anwenden von Bildarchivierungsmethoden, Erstellen von Bildspeichern und Einsetzen von elektronischen und konventionellen Liefersystemen, Entgegennehmen und Bearbeiten von Aufträgen, Zusammenstellen von Bildangeboten, Vereinbaren der Nutzungsrechte und Anwenden von Kalkulationsschemata für Honorare, Überwachen der Leihfristen, Bearbeiten von Rechnungen und Mahnungen, Mitwirken bei der Erstellung von Bildkatalogen und Werbemitteln, Mitwirken bei der Akquisition von Kunden, Beschaffen und Erwerben von Medien, Informationen und Daten, Erfassen und Erschließen von Medien, Informationen und Daten, Sichern von Medienbeständen und sonstigen Informationsträgern, Einsetzen von Informations- und Kommunikationssystemen, Recherchieren in Datenbanken und -netzen, Informieren, Beraten und Betreuen von Kunden und Benutzern, Mitwirken an der Öffentlichkeitsarbeit und am Marketing,.",214.04941342643045,-309.7112082775144
23,Fachangestellter für Medien- und Informationsdienste/ Fachangestellte für Medien- und Informationsdienste Ausbildung in Fachrichtung: – Medizinische Dokumentation,Berufe in Recht und Verwaltung,"Wirtschaft, Verwaltung & Organisation",3.0,https://www.bibb.de/dienst/berufesuche/de/index_berufesuche.php/profile/apprenticeship/8234103,,"Profil der beruflichen Handlungsfähigkeit: Beschaffen, Erschließen, Archivieren und Vermitteln von Bildern, Identifizieren und Katalogisieren von Bildinhalten, Durchführen einer technischen Bearbeitung und der Aufbewahrung von Bildern, Nutzen Pflegen und Verwalten von Bildinformationen, Anwenden von Bildarchivierungsmethoden, Erstellen von Bildspeichern und Einsetzen von elektronischen und konventionellen Liefersystemen, Entgegennehmen und Bearbeiten von Aufträgen, Zusammenstellen von Bildangeboten, Vereinbaren der Nutzungsrechte und Anwenden von Kalkulationsschemata für Honorare, Überwachen der Leihfristen, Bearbeiten von Rechnungen und Mahnungen, Mitwirken bei der Erstellung von Bildkatalogen und Werbemitteln, Mitwirken bei der Akquisition von Kunden, Beschaffen und Erwerben von Medien, Informationen und Daten, Erfassen und Erschließen von Medien, Informationen und Daten, Sichern von Medienbeständen und sonstigen Informationsträgern, Einsetzen von Informations- und Kommunikationssystemen, Recherchieren in Datenbanken und -netzen, Informieren, Beraten und Betreuen von Kunden und Benutzern, Mitwirken an der Öffentlichkeitsarbeit und am Marketing,.",211.2812512668239,-307.8941371350837
